machine_id,timestamp,temperature_c,vibration_mm_s,pressure_psi
M003,2026-06-05 06:00:00,61.83,2.12,93.95
M003,2026-06-05 12:00:00,67.48,2.1,92.7
M003,2026-06-05 18:00:00,62.59,2.52,89.35
M003,2026-06-06 00:00:00,63.41,1.96,95.25
M003,2026-06-06 06:00:00,61.52,1.52,94.7
M003,2026-06-06 12:00:00,63.23,2.03,91.68
M003,2026-06-06 18:00:00,59.88,2.44,96.24
M003,2026-06-07 00:00:00,60.79,2.05,93.38
M003,2026-06-07 06:00:00,67.09,2.38,90.74
M003,2026-06-07 12:00:00,63.16,1.8,95.72
M003,2026-06-07 18:00:00,65.9,2.72,95.78
M003,2026-06-08 00:00:00,61.43,1.83,89.35
M003,2026-06-08 06:00:00,56.98,2.43,93.24
M003,2026-06-08 12:00:00,64.41,2.65,93.85
M003,2026-06-08 18:00:00,62.89,2.09,92.51
M003,2026-06-09 00:00:00,64.1,2.18,92.57
M003,2026-06-09 06:00:00,62.6,2.5,91.45
M003,2026-06-09 12:00:00,62.51,2.31,97.01
M003,2026-06-09 18:00:00,62.16,2.02,92.07
M003,2026-06-10 00:00:00,64.79,2.85,89.56
M003,2026-06-10 06:00:00,60.49,2.19,93.84
M003,2026-06-10 12:00:00,64.26,1.98,90.31
M003,2026-06-10 18:00:00,62.96,2.17,96.28
M003,2026-06-11 00:00:00,63.7,2.42,93.17
M003,2026-06-11 06:00:00,67.44,2.0,95.31
M003,2026-06-11 12:00:00,60.19,1.93,91.66
M003,2026-06-11 18:00:00,65.99,2.33,91.71
M003,2026-06-12 00:00:00,63.52,2.27,91.98
M003,2026-06-12 06:00:00,59.98,2.69,94.09
M003,2026-06-12 12:00:00,67.12,2.54,95.11
M003,2026-06-12 18:00:00,61.9,1.93,92.81
M003,2026-06-13 00:00:00,60.57,2.46,98.33
M003,2026-06-13 06:00:00,62.3,2.55,91.37
M003,2026-06-13 12:00:00,62.21,2.03,87.04
M003,2026-06-13 18:00:00,62.75,2.31,96.63
M003,2026-06-14 00:00:00,64.46,2.52,90.49
M003,2026-06-14 06:00:00,63.78,2.75,94.55
M003,2026-06-14 12:00:00,66.52,2.88,92.61
M003,2026-06-14 18:00:00,61.47,2.05,88.87
M003,2026-06-15 00:00:00,61.87,2.65,86.78
M003,2026-06-15 06:00:00,60.83,2.25,90.76
M003,2026-06-15 12:00:00,61.85,2.13,92.62
M003,2026-06-15 18:00:00,61.45,2.04,96.19
M003,2026-06-16 00:00:00,65.05,1.88,85.09
M003,2026-06-16 06:00:00,65.08,1.93,94.01
M003,2026-06-16 12:00:00,59.82,2.69,101.0
M003,2026-06-16 18:00:00,63.32,2.27,92.4
M003,2026-06-17 00:00:00,64.56,2.48,96.36
M003,2026-06-17 06:00:00,61.74,2.41,91.72
M003,2026-06-17 12:00:00,60.88,2.29,90.58
M003,2026-06-17 18:00:00,65.35,2.05,94.44
M003,2026-06-18 00:00:00,61.84,2.4,91.75
M003,2026-06-18 06:00:00,60.53,2.46,92.62
M003,2026-06-18 12:00:00,63.62,2.19,89.34
M003,2026-06-18 18:00:00,65.21,2.54,91.62
M003,2026-06-19 00:00:00,63.23,2.64,91.93
M003,2026-06-19 06:00:00,62.49,2.4,91.92
M003,2026-06-19 12:00:00,64.8,2.27,90.95
M003,2026-06-19 18:00:00,64.31,1.98,99.35
M003,2026-06-20 00:00:00,66.3,2.49,94.57
M003,2026-06-20 06:00:00,63.9,2.19,94.17
M003,2026-06-20 12:00:00,61.29,2.48,95.88
M003,2026-06-20 18:00:00,62.38,2.15,89.64
M003,2026-06-21 00:00:00,66.1,2.19,92.66
M003,2026-06-21 06:00:00,63.78,2.43,95.5
M003,2026-06-21 12:00:00,62.42,2.0,89.31
M003,2026-06-21 18:00:00,62.02,2.06,92.35
M003,2026-06-22 00:00:00,65.84,2.24,92.1
M003,2026-06-22 06:00:00,63.19,2.23,93.03
M003,2026-06-22 12:00:00,64.31,2.62,96.24
M003,2026-06-22 18:00:00,67.34,2.52,99.94
M003,2026-06-23 00:00:00,61.72,2.99,92.07
M003,2026-06-23 06:00:00,62.71,2.32,92.56
M003,2026-06-23 12:00:00,63.44,2.19,95.7
M003,2026-06-23 18:00:00,62.16,2.56,97.79
M003,2026-06-24 00:00:00,62.6,2.61,94.87
M003,2026-06-24 06:00:00,67.82,2.22,95.57
M003,2026-06-24 12:00:00,60.06,2.22,94.25
M003,2026-06-24 18:00:00,66.1,2.0,95.55
M003,2026-06-25 00:00:00,63.23,1.92,93.71
M003,2026-06-25 06:00:00,66.78,2.04,92.84
M003,2026-06-25 12:00:00,61.39,2.24,97.46
M003,2026-06-25 18:00:00,62.82,2.8,96.49
M003,2026-06-26 00:00:00,62.68,2.24,90.46
M003,2026-06-26 06:00:00,61.54,2.49,93.08
M003,2026-06-26 12:00:00,62.16,1.92,93.46
M003,2026-06-26 18:00:00,62.47,2.33,94.06
M003,2026-06-27 00:00:00,58.45,1.94,100.01
M003,2026-06-27 06:00:00,62.44,1.64,88.77
M003,2026-06-27 12:00:00,68.42,2.19,96.6
M003,2026-06-27 18:00:00,63.69,2.25,95.45
M003,2026-06-28 00:00:00,58.73,1.97,91.62
M003,2026-06-28 06:00:00,60.81,2.23,95.66
M003,2026-06-28 12:00:00,63.76,2.8,93.68
M003,2026-06-28 18:00:00,65.48,2.39,91.33
M003,2026-06-29 00:00:00,66.5,2.2,94.11
M003,2026-06-29 06:00:00,65.08,2.67,89.58
M003,2026-06-29 12:00:00,65.64,2.12,95.51
M003,2026-06-29 18:00:00,64.61,2.66,89.46
M003,2026-06-30 00:00:00,64.76,2.75,93.63
M003,2026-06-30 06:00:00,61.95,2.7,93.4
M003,2026-06-30 12:00:00,60.24,2.15,91.47
M003,2026-06-30 18:00:00,66.6,2.82,97.03
M003,2026-07-01 00:00:00,64.09,2.71,89.61
M003,2026-07-01 06:00:00,63.64,2.57,89.81
M003,2026-07-01 12:00:00,64.05,2.94,94.71
M003,2026-07-01 18:00:00,65.46,1.7,97.7
M003,2026-07-02 00:00:00,63.3,2.21,92.48
M003,2026-07-02 06:00:00,60.7,2.76,92.0
M003,2026-07-02 12:00:00,62.2,2.39,96.36
M003,2026-07-02 18:00:00,63.94,2.02,94.4
M003,2026-07-03 00:00:00,61.86,1.8,97.47
M003,2026-07-03 06:00:00,64.63,2.43,91.95
M003,2026-07-03 12:00:00,66.51,3.38,94.33
M003,2026-07-03 18:00:00,61.66,2.4,94.28
M003,2026-07-04 00:00:00,59.07,2.56,94.27
M003,2026-07-04 06:00:00,66.42,2.83,93.3
M003,2026-07-04 12:00:00,66.79,3.07,93.05
M003,2026-07-04 18:00:00,64.6,1.93,88.61
M003,2026-07-05 00:00:00,62.13,2.33,89.65
M003,2026-07-05 06:00:00,63.74,2.34,96.15
M003,2026-07-05 12:00:00,62.86,1.78,93.32
M003,2026-07-05 18:00:00,63.78,2.21,93.23
M003,2026-07-06 00:00:00,61.7,2.58,100.82
M003,2026-07-06 06:00:00,60.24,2.32,90.89
M003,2026-07-06 12:00:00,62.99,2.78,94.55
M003,2026-07-06 18:00:00,65.55,2.49,88.95
M003,2026-07-07 00:00:00,61.67,2.71,93.41
M003,2026-07-07 06:00:00,66.42,2.57,89.35
M003,2026-07-07 12:00:00,62.86,2.66,95.03
M003,2026-07-07 18:00:00,65.61,2.17,89.29
M003,2026-07-08 00:00:00,63.56,2.93,90.79
M003,2026-07-08 06:00:00,64.85,2.63,95.16
M003,2026-07-08 12:00:00,67.27,2.96,91.09
M003,2026-07-08 18:00:00,59.75,2.29,93.1
M003,2026-07-09 00:00:00,63.27,3.09,92.91
M003,2026-07-09 06:00:00,65.3,2.57,91.81
M003,2026-07-09 12:00:00,60.14,2.48,102.61
M003,2026-07-09 18:00:00,61.5,1.96,98.66
M003,2026-07-10 00:00:00,65.52,2.57,96.92
M003,2026-07-10 06:00:00,62.37,2.48,95.69
M003,2026-07-10 12:00:00,68.26,2.16,96.67
M003,2026-07-10 18:00:00,64.8,2.56,92.81
M003,2026-07-11 00:00:00,61.31,2.81,90.46
M003,2026-07-11 06:00:00,61.92,2.79,95.17
M003,2026-07-11 12:00:00,64.24,2.85,97.08
M003,2026-07-11 18:00:00,66.7,2.36,95.85
M003,2026-07-12 00:00:00,64.55,3.05,92.41
M003,2026-07-12 06:00:00,63.41,2.35,93.35
M003,2026-07-12 12:00:00,65.06,2.68,93.83
M003,2026-07-12 18:00:00,65.47,2.46,90.17
M003,2026-07-13 00:00:00,62.25,2.83,94.17
M003,2026-07-13 06:00:00,60.46,2.87,98.4
M003,2026-07-13 12:00:00,62.74,2.64,91.34
M003,2026-07-13 18:00:00,65.43,2.19,92.55
M003,2026-07-14 00:00:00,66.18,2.92,94.02
M003,2026-07-14 06:00:00,63.54,2.07,90.47
M003,2026-07-14 12:00:00,63.28,2.34,92.92
M003,2026-07-14 18:00:00,63.53,2.6,96.35
M003,2026-07-15 00:00:00,63.45,2.14,90.61
M003,2026-07-15 06:00:00,65.43,2.76,93.93
M003,2026-07-15 12:00:00,66.86,2.5,98.87
M003,2026-07-15 18:00:00,65.9,1.8,98.12
M003,2026-07-16 00:00:00,62.77,2.26,94.26
M003,2026-07-16 06:00:00,60.83,2.36,97.36
M003,2026-07-16 12:00:00,65.42,2.81,90.72
M003,2026-07-16 18:00:00,61.23,2.78,95.48
M003,2026-07-17 00:00:00,66.12,2.64,89.77
M003,2026-07-17 06:00:00,69.23,2.72,92.15
M003,2026-07-17 12:00:00,64.01,2.62,95.88
M003,2026-07-17 18:00:00,64.73,2.83,93.13
M003,2026-07-18 00:00:00,64.17,2.78,94.46
M003,2026-07-18 06:00:00,64.06,2.36,93.67
M003,2026-07-18 12:00:00,64.55,2.42,90.12
M003,2026-07-18 18:00:00,65.22,2.75,91.57
M003,2026-07-19 00:00:00,63.28,2.34,93.77
M003,2026-07-19 06:00:00,62.83,3.27,91.4
M003,2026-07-19 12:00:00,59.59,2.58,92.41
M003,2026-07-19 18:00:00,66.66,2.68,90.12
M003,2026-07-20 00:00:00,63.91,2.7,86.11
M003,2026-07-20 06:00:00,67.16,2.35,96.85
M003,2026-07-20 12:00:00,65.27,2.79,96.05
M003,2026-07-20 18:00:00,65.63,2.8,92.11
M003,2026-07-21 00:00:00,65.27,2.44,91.55
M003,2026-07-21 06:00:00,68.46,2.37,93.04
M003,2026-07-21 12:00:00,64.76,2.52,94.12
M003,2026-07-21 18:00:00,65.71,2.33,92.89
M003,2026-07-22 00:00:00,62.41,2.86,93.09
M003,2026-07-22 06:00:00,64.74,2.82,91.73
M003,2026-07-22 12:00:00,66.4,2.34,96.79
M003,2026-07-22 18:00:00,63.47,2.11,91.57
M003,2026-07-23 00:00:00,63.74,2.53,93.23
M003,2026-07-23 06:00:00,66.82,2.57,90.46
M003,2026-07-23 12:00:00,62.37,2.49,86.87
M003,2026-07-23 18:00:00,63.17,3.0,90.07
M003,2026-07-24 00:00:00,65.92,2.27,97.83
M003,2026-07-24 06:00:00,68.34,2.82,98.49
M003,2026-07-24 12:00:00,65.38,2.87,96.3
M003,2026-07-24 18:00:00,65.02,2.17,94.88
M003,2026-07-25 00:00:00,63.77,2.53,93.38
M003,2026-07-25 06:00:00,65.84,2.69,94.4
M003,2026-07-25 12:00:00,63.3,2.64,95.04
M003,2026-07-25 18:00:00,68.26,3.29,93.79
M003,2026-07-26 00:00:00,66.43,3.25,90.46
M003,2026-07-26 06:00:00,66.01,2.89,96.81
M003,2026-07-26 12:00:00,62.48,2.38,92.53
M003,2026-07-26 18:00:00,65.51,2.99,94.02
M003,2026-07-27 00:00:00,64.5,2.79,93.35
M003,2026-07-27 06:00:00,68.29,2.72,91.3
M003,2026-07-27 12:00:00,65.7,2.73,87.73
M003,2026-07-27 18:00:00,64.77,2.64,90.81
M003,2026-07-28 00:00:00,66.92,2.44,93.79
M003,2026-07-28 06:00:00,64.55,2.71,93.66
M003,2026-07-28 12:00:00,62.23,2.73,99.29
M003,2026-07-28 18:00:00,61.73,2.66,95.79
M003,2026-07-29 00:00:00,65.49,2.89,85.27
M003,2026-07-29 06:00:00,66.09,2.46,93.33
M003,2026-07-29 12:00:00,64.83,3.37,94.04
M003,2026-07-29 18:00:00,64.66,2.23,92.76
M003,2026-07-30 00:00:00,66.58,2.67,90.86
M003,2026-07-30 06:00:00,63.79,2.85,94.66
M003,2026-07-30 12:00:00,67.66,2.39,93.96
M003,2026-07-30 18:00:00,64.69,2.67,93.58
M004,2026-06-01 00:00:00,63.06,2.7,87.89
M004,2026-06-01 06:00:00,64.38,3.5,87.25
M004,2026-06-01 12:00:00,62.44,3.54,90.3
M004,2026-06-01 18:00:00,64.01,3.18,82.23
M004,2026-06-02 00:00:00,62.37,3.4,84.51
M004,2026-06-02 06:00:00,60.67,4.22,81.79
M004,2026-06-02 12:00:00,68.1,3.08,85.92
M004,2026-06-02 18:00:00,62.24,3.4,81.86
M004,2026-06-03 00:00:00,59.95,3.66,83.74
M004,2026-06-03 06:00:00,65.12,2.85,88.28
M004,2026-06-03 12:00:00,67.0,3.02,80.35
M004,2026-06-03 18:00:00,67.01,3.46,84.73
M004,2026-06-04 00:00:00,63.24,2.85,90.39
M004,2026-06-04 06:00:00,62.61,2.76,86.77
M004,2026-06-04 12:00:00,61.96,2.88,84.84
M004,2026-06-04 18:00:00,63.85,2.77,90.29
M004,2026-06-05 00:00:00,65.08,3.09,83.4
M004,2026-06-05 06:00:00,63.54,3.47,88.34
M004,2026-06-05 12:00:00,65.84,3.05,77.34
M004,2026-06-05 18:00:00,66.22,3.15,88.11
M004,2026-06-06 00:00:00,67.11,3.93,84.14
M004,2026-06-06 06:00:00,64.04,3.61,83.55
M004,2026-06-06 12:00:00,62.6,3.03,86.0
M004,2026-06-06 18:00:00,63.33,3.03,83.19
M004,2026-06-07 00:00:00,65.44,3.61,90.51
M004,2026-06-07 06:00:00,62.85,3.47,86.77
M004,2026-06-07 12:00:00,62.67,3.43,84.22
M004,2026-06-07 18:00:00,63.06,2.8,84.67
M004,2026-06-08 00:00:00,64.36,3.69,84.98
M004,2026-06-08 06:00:00,61.78,3.67,84.53
M004,2026-06-08 12:00:00,60.36,3.26,85.07
M004,2026-06-08 18:00:00,68.46,3.37,85.6
M004,2026-06-09 00:00:00,62.05,3.33,90.39
M004,2026-06-09 06:00:00,64.53,2.98,87.64
M004,2026-06-09 12:00:00,63.81,3.37,84.96
M004,2026-06-09 18:00:00,63.15,3.11,88.85
M004,2026-06-10 00:00:00,63.21,3.1,83.17
M004,2026-06-10 06:00:00,64.86,3.33,84.65
M004,2026-06-10 12:00:00,62.53,3.8,80.36
M004,2026-06-10 18:00:00,64.93,3.63,75.84
M004,2026-06-11 00:00:00,65.58,3.18,86.74
M004,2026-06-11 06:00:00,63.35,3.57,87.06
M004,2026-06-11 12:00:00,64.26,2.98,91.62
M004,2026-06-11 18:00:00,64.01,3.94,91.76
M004,2026-06-12 00:00:00,60.48,3.06,82.84
M004,2026-06-12 06:00:00,63.94,3.31,86.64
M004,2026-06-12 12:00:00,66.15,3.71,88.85
M004,2026-06-12 18:00:00,62.92,3.02,85.96
M004,2026-06-13 00:00:00,64.93,3.21,81.89
M004,2026-06-13 06:00:00,65.45,3.15,84.66
M004,2026-06-13 12:00:00,63.97,3.2,84.83
M004,2026-06-13 18:00:00,61.52,3.23,88.04
M004,2026-06-14 00:00:00,64.66,3.56,83.72
M004,2026-06-14 06:00:00,61.57,3.2,84.06
M004,2026-06-14 12:00:00,63.11,3.34,84.4
M004,2026-06-14 18:00:00,61.63,3.11,86.93
M004,2026-06-15 00:00:00,65.52,3.48,87.16
M004,2026-06-15 06:00:00,63.84,3.41,85.76
M004,2026-06-15 12:00:00,64.4,3.0,86.02
M004,2026-06-15 18:00:00,64.93,3.39,82.02
M004,2026-06-16 00:00:00,64.41,2.86,86.38
M004,2026-06-16 06:00:00,62.81,3.81,86.22
M004,2026-06-16 12:00:00,65.82,3.93,83.41
M004,2026-06-16 18:00:00,65.09,2.94,86.9
M004,2026-06-17 00:00:00,67.79,3.12,83.18
M004,2026-06-17 06:00:00,64.08,3.92,88.15
M004,2026-06-17 12:00:00,62.45,3.74,80.87
M004,2026-06-17 18:00:00,68.54,3.56,91.13
M004,2026-06-18 00:00:00,61.01,3.36,85.42
M004,2026-06-18 06:00:00,62.29,2.92,87.34
M004,2026-06-18 12:00:00,65.5,3.7,84.31
M004,2026-06-18 18:00:00,64.02,2.9,90.44
M004,2026-06-19 00:00:00,64.49,3.54,88.07
M004,2026-06-19 06:00:00,67.27,3.07,87.89
M004,2026-06-19 12:00:00,64.3,3.95,83.29
M004,2026-06-19 18:00:00,66.7,3.43,86.69
M004,2026-06-20 00:00:00,64.51,3.73,86.56
M004,2026-06-20 06:00:00,61.35,3.7,88.88
M004,2026-06-20 12:00:00,65.57,2.99,82.85
M004,2026-06-20 18:00:00,60.64,3.47,81.72
M004,2026-06-21 00:00:00,61.0,3.72,88.05
M004,2026-06-21 06:00:00,63.78,3.3,78.53
M004,2026-06-21 12:00:00,66.28,3.13,86.74
M004,2026-06-21 18:00:00,59.47,3.63,83.49
M004,2026-06-22 00:00:00,61.74,3.25,83.94
M004,2026-06-22 06:00:00,66.64,3.22,89.82
M004,2026-06-22 12:00:00,65.15,3.62,85.72
M004,2026-06-22 18:00:00,67.03,3.0,86.07
M004,2026-06-23 00:00:00,63.74,3.78,90.2
M004,2026-06-23 06:00:00,64.53,2.97,86.99
M004,2026-06-23 12:00:00,61.2,3.85,84.29
M004,2026-06-23 18:00:00,64.47,3.15,83.0
M004,2026-06-24 00:00:00,66.05,3.32,85.81
M004,2026-06-24 06:00:00,62.57,3.62,88.56
M004,2026-06-24 12:00:00,64.16,3.75,85.37
M004,2026-06-24 18:00:00,66.14,2.88,86.74
M004,2026-06-25 00:00:00,64.08,3.42,85.99
M004,2026-06-25 06:00:00,64.87,3.56,83.96
M004,2026-06-25 12:00:00,65.76,3.75,81.43
M004,2026-06-25 18:00:00,63.06,3.15,82.38
M004,2026-06-26 00:00:00,63.72,3.69,89.98
M004,2026-06-26 06:00:00,64.88,3.29,88.05
M004,2026-06-26 12:00:00,59.94,3.07,78.67
M004,2026-06-26 18:00:00,62.54,3.15,90.07
M004,2026-06-27 00:00:00,59.19,3.27,87.47
M004,2026-06-27 06:00:00,65.53,3.83,86.1
M004,2026-06-27 12:00:00,65.46,2.84,82.65
M004,2026-06-27 18:00:00,61.15,3.57,86.66
M004,2026-06-28 00:00:00,65.38,3.14,82.67
M004,2026-06-28 06:00:00,65.18,3.2,82.53
M004,2026-06-28 12:00:00,63.74,3.2,82.99
M004,2026-06-28 18:00:00,62.31,3.54,90.26
M004,2026-06-29 00:00:00,64.72,3.48,87.18
M004,2026-06-29 06:00:00,65.54,3.16,90.73
M004,2026-06-29 12:00:00,63.29,3.61,87.16
M004,2026-06-29 18:00:00,60.89,3.3,85.74
M004,2026-06-30 00:00:00,65.11,3.51,87.82
M004,2026-06-30 06:00:00,64.83,3.53,85.41
M004,2026-06-30 12:00:00,62.81,3.43,87.79
M004,2026-06-30 18:00:00,67.06,3.58,89.55
M004,2026-07-01 00:00:00,65.73,3.69,88.34
M004,2026-07-01 06:00:00,64.45,3.65,82.7
M004,2026-07-01 12:00:00,65.59,3.6,88.68
M004,2026-07-01 18:00:00,66.53,3.75,85.23
M004,2026-07-02 00:00:00,64.25,3.36,86.3
M004,2026-07-02 06:00:00,61.32,3.84,85.63
M004,2026-07-02 12:00:00,64.11,2.68,85.39
M004,2026-07-02 18:00:00,64.54,3.17,83.48
M004,2026-07-03 00:00:00,64.93,3.27,87.2
M004,2026-07-03 06:00:00,63.48,3.49,89.02
M004,2026-07-03 12:00:00,64.91,3.55,86.36
M004,2026-07-03 18:00:00,65.0,3.43,83.77
M004,2026-07-04 00:00:00,65.33,3.37,90.1
M004,2026-07-04 06:00:00,66.65,3.02,81.27
M004,2026-07-04 12:00:00,64.77,3.34,84.91
M004,2026-07-04 18:00:00,66.33,3.55,86.37
M004,2026-07-05 00:00:00,67.96,3.05,85.75
M004,2026-07-05 06:00:00,63.91,3.9,78.81
M004,2026-07-05 12:00:00,60.74,3.56,88.81
M004,2026-07-05 18:00:00,66.62,3.23,89.95
M004,2026-07-06 00:00:00,62.65,3.87,82.11
M004,2026-07-06 06:00:00,64.41,3.67,81.01
M004,2026-07-06 12:00:00,68.06,3.37,85.82
M004,2026-07-06 18:00:00,67.44,3.24,88.59
M004,2026-07-07 00:00:00,68.44,3.29,89.5
M004,2026-07-07 06:00:00,61.64,3.6,81.7
M004,2026-07-07 12:00:00,67.05,3.74,91.62
M004,2026-07-07 18:00:00,68.0,3.43,82.14
M004,2026-07-08 00:00:00,66.34,3.47,90.02
M004,2026-07-08 06:00:00,60.87,4.15,86.96
M004,2026-07-08 12:00:00,63.58,3.71,89.26
M004,2026-07-08 18:00:00,65.44,2.96,84.49
M004,2026-07-09 00:00:00,67.33,3.65,84.88
M004,2026-07-09 06:00:00,67.87,3.72,87.79
M004,2026-07-09 12:00:00,64.43,3.35,80.25
M004,2026-07-09 18:00:00,64.73,3.78,84.73
M004,2026-07-10 00:00:00,66.19,3.84,86.44
M004,2026-07-10 06:00:00,66.24,3.1,84.35
M004,2026-07-10 12:00:00,68.75,3.54,91.01
M004,2026-07-10 18:00:00,63.85,3.58,84.17
M004,2026-07-11 00:00:00,66.53,3.79,87.11
M004,2026-07-11 06:00:00,67.43,3.52,84.73
M004,2026-07-11 12:00:00,61.83,3.71,85.82
M004,2026-07-11 18:00:00,65.21,3.46,85.19
M004,2026-07-12 00:00:00,64.91,3.37,86.0
M004,2026-07-12 06:00:00,66.36,3.3,84.08
M004,2026-07-12 12:00:00,64.98,3.53,84.89
M004,2026-07-12 18:00:00,66.71,3.03,80.85
M004,2026-07-13 00:00:00,65.82,3.36,87.91
M004,2026-07-13 06:00:00,67.77,3.61,82.04
M004,2026-07-13 12:00:00,67.54,3.6,80.79
M004,2026-07-13 18:00:00,62.64,3.99,89.31
M004,2026-07-14 00:00:00,60.44,3.14,88.66
M004,2026-07-14 06:00:00,65.44,3.76,85.05
M004,2026-07-14 12:00:00,66.79,3.55,83.92
M004,2026-07-14 18:00:00,67.59,3.61,87.19
M004,2026-07-15 00:00:00,65.84,3.41,90.04
M004,2026-07-15 06:00:00,66.23,3.45,89.04
M004,2026-07-15 12:00:00,62.88,4.23,84.67
M004,2026-07-15 18:00:00,62.99,4.13,83.82
M004,2026-07-16 00:00:00,66.05,3.78,88.74
M004,2026-07-16 06:00:00,66.17,3.37,85.84
M004,2026-07-16 12:00:00,64.73,3.64,90.07
M004,2026-07-16 18:00:00,67.08,3.63,87.4
M004,2026-07-17 00:00:00,67.23,3.25,85.29
M004,2026-07-17 06:00:00,70.74,3.94,83.65
M004,2026-07-17 12:00:00,64.41,3.38,87.76
M004,2026-07-17 18:00:00,68.83,3.75,85.64
M004,2026-07-18 00:00:00,64.77,3.68,82.68
M004,2026-07-18 06:00:00,61.79,4.07,82.13
M004,2026-07-18 12:00:00,65.01,3.78,89.45
M004,2026-07-18 18:00:00,66.17,3.22,84.24
M004,2026-07-19 00:00:00,64.35,3.58,88.82
M004,2026-07-19 06:00:00,60.63,3.47,83.67
M004,2026-07-19 12:00:00,63.19,3.77,80.88
M004,2026-07-19 18:00:00,63.1,3.85,89.62
M004,2026-07-20 00:00:00,65.6,3.24,82.98
M004,2026-07-20 06:00:00,67.76,3.64,84.79
M004,2026-07-20 12:00:00,66.37,3.59,89.73
M004,2026-07-20 18:00:00,64.25,3.34,80.95
M004,2026-07-21 00:00:00,64.71,3.28,85.73
M004,2026-07-21 06:00:00,65.83,3.29,86.84
M004,2026-07-21 12:00:00,68.83,3.72,77.44
M004,2026-07-21 18:00:00,69.77,3.83,90.94
M004,2026-07-22 00:00:00,68.02,4.01,85.67
M004,2026-07-22 06:00:00,65.31,3.73,82.93
M004,2026-07-22 12:00:00,66.7,2.83,85.18
M004,2026-07-22 18:00:00,68.53,3.65,90.23
M004,2026-07-23 00:00:00,65.35,3.93,82.4
M004,2026-07-23 06:00:00,67.81,3.7,84.37
M004,2026-07-23 12:00:00,60.73,3.55,85.67
M004,2026-07-23 18:00:00,67.54,4.1,91.14
M004,2026-07-24 00:00:00,68.42,3.47,84.09
M004,2026-07-24 06:00:00,67.41,3.79,89.89
M004,2026-07-24 12:00:00,70.89,4.32,89.49
M004,2026-07-24 18:00:00,66.98,4.04,89.99
M004,2026-07-25 00:00:00,65.68,3.49,82.68
M004,2026-07-25 06:00:00,64.22,3.23,85.73
M004,2026-07-25 12:00:00,63.97,3.41,87.09
M004,2026-07-25 18:00:00,66.34,3.77,89.08
M004,2026-07-26 00:00:00,67.75,4.11,85.2
M004,2026-07-26 06:00:00,69.24,3.76,85.47
M004,2026-07-26 12:00:00,68.94,3.39,91.03
M004,2026-07-26 18:00:00,65.45,3.29,86.92
M004,2026-07-27 00:00:00,65.31,4.27,83.64
M004,2026-07-27 06:00:00,66.69,3.24,87.38
M004,2026-07-27 12:00:00,64.51,3.87,83.65
M004,2026-07-27 18:00:00,61.97,3.7,85.2
M004,2026-07-28 00:00:00,67.87,4.14,90.65
M004,2026-07-28 06:00:00,67.84,3.76,80.64
M004,2026-07-28 12:00:00,66.51,3.74,84.32
M004,2026-07-28 18:00:00,67.37,4.01,82.46
M004,2026-07-29 00:00:00,64.48,3.64,83.05
M004,2026-07-29 06:00:00,62.87,3.38,81.2
M004,2026-07-29 12:00:00,68.57,4.19,81.61
M004,2026-07-29 18:00:00,67.24,3.94,80.42
M004,2026-07-30 00:00:00,66.52,4.45,86.9
M004,2026-07-30 06:00:00,65.71,3.52,78.81
M004,2026-07-30 12:00:00,67.14,4.27,82.43
M004,2026-07-30 18:00:00,62.33,3.49,87.52
M005,2026-06-01 00:00:00,57.08,2.48,96.76
M005,2026-06-01 06:00:00,57.83,2.33,95.7
M005,2026-06-01 12:00:00,58.02,2.17,94.35
M005,2026-06-01 18:00:00,53.9,2.72,96.67
M005,2026-06-02 00:00:00,53.84,2.73,95.3
M005,2026-06-02 06:00:00,54.72,2.42,101.4
M005,2026-06-02 12:00:00,55.68,2.65,99.15
M005,2026-06-02 18:00:00,57.35,2.86,94.85
M005,2026-06-03 00:00:00,54.43,2.17,96.51
M005,2026-06-03 06:00:00,54.62,2.53,97.18
M005,2026-06-03 12:00:00,58.55,2.58,95.7
M005,2026-06-03 18:00:00,57.33,2.18,96.83
M005,2026-06-04 00:00:00,57.2,2.54,98.17
M005,2026-06-04 06:00:00,55.27,2.84,102.39
M005,2026-06-04 12:00:00,53.35,2.13,97.05
M005,2026-06-04 18:00:00,56.04,3.07,97.58
M005,2026-06-05 00:00:00,59.39,1.89,99.34
M005,2026-06-05 06:00:00,55.17,2.29,96.16
M005,2026-06-05 12:00:00,53.75,2.64,97.47
M005,2026-06-05 18:00:00,57.13,2.77,101.45
M005,2026-06-06 00:00:00,55.92,2.66,97.76
M005,2026-06-06 06:00:00,57.4,2.63,101.65
M005,2026-06-06 12:00:00,55.73,2.06,94.78
M005,2026-06-06 18:00:00,58.16,2.52,95.48
M005,2026-06-07 00:00:00,54.54,2.59,98.79
M005,2026-06-07 06:00:00,57.3,2.45,97.3
M005,2026-06-07 12:00:00,56.97,2.58,93.3
M005,2026-06-07 18:00:00,57.09,2.39,99.98
M005,2026-06-08 00:00:00,57.0,2.78,95.93
M005,2026-06-08 06:00:00,56.21,2.98,98.14
M005,2026-06-08 12:00:00,55.31,2.8,95.23
M005,2026-06-08 18:00:00,57.19,3.08,92.54
M005,2026-06-09 00:00:00,56.43,2.66,99.1
M005,2026-06-09 06:00:00,54.3,2.08,100.08
M005,2026-06-09 12:00:00,55.34,2.31,101.46
